Age,Fare,Parch,PassengerId,Pclass,SibSp,x0_female,x0_male,x2_C,x2_Q,x2_S,Survived,predicted_probability,No,Yes
30.272590361445783,15.2458,2,1117,3,0,1.0,0.0,1.0,0.0,0.0,No,0.7400000095367432,0.7421247,0.25787535
23.0,7.7958,0,1118,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8399999737739563,0.8433535,0.15664649
30.272590361445783,7.75,0,1119,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7599999904632568,0.24100459,0.7589954
40.5,15.1,0,1120,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8999999761581421,0.9047626,0.09523736
36.0,13.0,0,1121,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8500000238418579,0.8545033,0.14549671
14.0,65.0,0,1122,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.8874007,0.1125993
21.0,26.55,0,1123,1,0,1.0,0.0,0.0,0.0,1.0,Yes,0.949999988079071,0.05396217,0.9460378
21.0,6.4958,0,1124,3,1,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.87052673,0.12947327
30.272590361445783,7.8792,0,1125,3,0,0.0,1.0,0.0,1.0,0.0,No,0.9300000071525574,0.93151724,0.06848278
39.0,71.2833,0,1126,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.5799999833106995,0.5816605,0.41833946
20.0,7.8542,0,1127,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.92018986,0.07981014
64.0,75.25,0,1128,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.6899999976158142,0.6864271,0.31357288
20.0,7.225,0,1129,3,0,0.0,1.0,1.0,0.0,0.0,Yes,0.6700000166893005,0.6667255,0.3332745
18.0,13.0,1,1130,2,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9200000166893005,0.07624692,0.9237531
48.0,106.425,0,1131,1,1,1.0,0.0,1.0,0.0,0.0,Yes,0.9599999785423279,0.037887692,0.9621123
55.0,27.7208,0,1132,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.7699999809265137,0.22734135,0.77265865
45.0,30.0,2,1133,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.058699965,0.94130003
45.0,134.5,1,1134,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.6700000166893005,0.67107385,0.32892615
30.272590361445783,7.8875,0,1135,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.93151724,0.06848278
30.272590361445783,23.45,2,1136,3,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9178748,0.082125194
41.0,51.8625,0,1137,1,1,0.0,1.0,0.0,0.0,1.0,Yes,0.6700000166893005,0.6740736,0.32592645
22.0,21.0,0,1138,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.064837694,0.9351623
42.0,32.5,1,1139,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.92290914,0.077090874
29.0,26.0,0,1140,2,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9100000262260437,0.085751176,0.9142488
30.272590361445783,14.4542,0,1141,3,1,1.0,0.0,1.0,0.0,0.0,Yes,0.699999988079071,0.6981561,0.30184385
0.92,27.75,2,1142,2,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9100000262260437,0.08851898,0.911481
20.0,7.925,0,1143,3,0,0.0,1.0,0.0,0.0,1.0,Yes,0.6100000143051147,0.6060569,0.39394307
27.0,136.7792,0,1144,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.5600000023841858,0.55598694,0.44401306
24.0,9.325,0,1145,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9236544,0.07634561
32.5,9.5,0,1146,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.8881589,0.11184109
30.272590361445783,7.55,0,1147,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9385224,0.061477616
30.272590361445783,7.75,0,1148,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
28.0,8.05,0,1149,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.89327353,0.10672645
19.0,13.0,0,1150,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9300000071525574,0.07277584,0.92722416
21.0,7.775,0,1151,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8399999737739563,0.8433535,0.15664649
36.5,17.4,0,1152,3,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.92335975,0.076640226
21.0,7.8542,0,1153,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.92046154,0.07953847
29.0,23.0,2,1154,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.06321311,0.9367869
1.0,12.1833,1,1155,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.7599999904632568,0.24203748,0.7579625
30.0,12.7375,0,1156,2,0,0.0,1.0,1.0,0.0,0.0,No,0.7900000214576721,0.785447,0.21455303
30.272590361445783,7.8958,0,1157,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.93151724,0.06848278
30.272590361445783,0.0,0,1158,1,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.92614996,0.07385003
30.272590361445783,7.55,0,1159,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9385224,0.061477616
30.272590361445783,8.05,0,1160,3,0,1.0,0.0,0.0,0.0,1.0,No,0.8399999737739563,0.8373346,0.16266543
17.0,8.6625,0,1161,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90801233,0.09198765
46.0,75.2417,0,1162,1,0,0.0,1.0,1.0,0.0,0.0,No,0.8600000143051147,0.8592423,0.1407577
30.272590361445783,7.75,0,1163,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
26.0,136.7792,0,1164,1,1,1.0,0.0,1.0,0.0,0.0,Yes,0.949999988079071,0.050057173,0.9499428
30.272590361445783,15.5,0,1165,3,1,1.0,0.0,0.0,1.0,0.0,Yes,0.7099999785423279,0.2899657,0.7100343
30.272590361445783,7.225,0,1166,3,0,0.0,1.0,1.0,0.0,0.0,No,0.9300000071525574,0.9268048,0.073195204
20.0,26.0,0,1167,2,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.056590796,0.9434092
28.0,10.5,0,1168,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8710949,0.12890513
40.0,26.0,0,1169,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.92335975,0.076640226
30.0,21.0,0,1170,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90711755,0.092882454
22.0,10.5,0,1171,2,0,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9236544,0.07634561
23.0,8.6625,0,1172,3,0,1.0,0.0,0.0,0.0,1.0,No,0.7900000214576721,0.79024315,0.20975685
0.75,13.775,1,1173,3,1,0.0,1.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.05531919,0.9446808
30.272590361445783,7.75,0,1174,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7599999904632568,0.24100459,0.7589954
9.0,15.2458,1,1175,3,1,1.0,0.0,1.0,0.0,0.0,Yes,0.6600000262260437,0.66016626,0.33983374
2.0,20.2125,1,1176,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.7099999785423279,0.71494293,0.2850571
36.0,7.25,0,1177,3,0,0.0,1.0,0.0,0.0,1.0,No,0.949999988079071,0.94792867,0.05207133
30.272590361445783,7.25,0,1178,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9385224,0.061477616
24.0,82.2667,0,1179,1,1,0.0,1.0,0.0,0.0,1.0,Yes,0.7200000286102295,0.7212686,0.2787314
30.272590361445783,7.2292,0,1180,3,0,0.0,1.0,1.0,0.0,0.0,No,0.9300000071525574,0.9268048,0.073195204
30.272590361445783,8.05,0,1181,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
30.272590361445783,39.6,0,1182,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.86462784,0.13537219
30.0,6.95,0,1183,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.6700000166893005,0.33419555,0.66580445
30.272590361445783,7.2292,0,1184,3,0,0.0,1.0,1.0,0.0,0.0,No,0.9300000071525574,0.9268048,0.073195204
53.0,81.8583,1,1185,1,1,0.0,1.0,0.0,0.0,1.0,No,0.8299999833106995,0.82897717,0.17102282
36.0,9.5,0,1186,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.8881589,0.11184109
26.0,7.8958,0,1187,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.9060134,0.09398657
1.0,41.5792,2,1188,2,1,1.0,0.0,1.0,0.0,0.0,Yes,0.8999999761581421,0.10388547,0.8961145
30.272590361445783,21.6792,0,1189,3,2,0.0,1.0,1.0,0.0,0.0,Yes,0.7099999785423279,0.7104517,0.2895483
30.0,45.5,0,1190,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.86462784,0.13537219
29.0,7.8542,0,1191,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8100000023841858,0.81120116,0.18879886
32.0,7.775,0,1192,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8199999928474426,0.82018834,0.17981164
30.272590361445783,15.0458,0,1193,2,0,0.0,1.0,1.0,0.0,0.0,No,0.7900000214576721,0.785447,0.21455303
43.0,21.0,1,1194,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8999999761581421,0.9047626,0.09523736
24.0,8.6625,0,1195,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9236544,0.07634561
30.272590361445783,7.75,0,1196,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7599999904632568,0.24100459,0.7589954
64.0,26.55,1,1197,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.7699999809265137,0.22734135,0.77265865
30.0,151.55,2,1198,1,1,0.0,1.0,0.0,0.0,1.0,Yes,0.6700000166893005,0.6723967,0.32760328
0.83,9.35,1,1199,3,0,0.0,1.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.05531919,0.9446808
55.0,93.5,1,1200,1,1,0.0,1.0,0.0,0.0,1.0,No,0.8299999833106995,0.82897717,0.17102282
45.0,14.1083,0,1201,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.7099999785423279,0.7098818,0.2901182
18.0,8.6625,0,1202,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90801233,0.09198765
22.0,7.225,0,1203,3,0,0.0,1.0,1.0,0.0,0.0,Yes,0.5799999833106995,0.58134705,0.41865295
30.272590361445783,7.575,0,1204,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9385224,0.061477616
37.0,7.75,0,1205,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.5799999833106995,0.42213315,0.57786685
55.0,135.6333,0,1206,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9599999785423279,0.037887692,0.9621123
17.0,7.7333,0,1207,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.5899999737739563,0.41410726,0.58589274
57.0,146.5208,0,1208,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.6700000166893005,0.67063534,0.32936463
19.0,10.5,0,1209,2,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90801233,0.09198765
27.0,7.8542,0,1210,3,0,0.0,1.0,0.0,0.0,1.0,No,0.7900000214576721,0.790237,0.20976299
22.0,31.5,0,1211,2,2,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.9338966,0.06610338
26.0,7.775,0,1212,3,0,0.0,1.0,0.0,0.0,1.0,No,0.7599999904632568,0.7562926,0.24370743
25.0,7.2292,0,1213,3,0,0.0,1.0,1.0,0.0,0.0,No,0.800000011920929,0.802747,0.19725297
26.0,13.0,0,1214,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.88574576,0.114254236
33.0,26.55,0,1215,1,0,0.0,1.0,0.0,0.0,1.0,Yes,0.8199999928474426,0.17881751,0.8211825
39.0,211.3375,0,1216,1,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9300000071525574,0.069638014,0.930362
23.0,7.05,0,1217,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.87052673,0.12947327
12.0,39.0,1,1218,2,2,1.0,0.0,0.0,0.0,1.0,Yes,0.949999988079071,0.052134812,0.9478652
46.0,79.2,0,1219,1,0,0.0,1.0,1.0,0.0,0.0,No,0.8600000143051147,0.8592423,0.1407577
29.0,26.0,0,1220,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9178748,0.082125194
21.0,13.0,0,1221,2,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.93645155,0.06354843
48.0,36.75,2,1222,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9399999976158142,0.058699965,0.94130003
39.0,29.7,0,1223,1,0,0.0,1.0,1.0,0.0,0.0,Yes,0.5699999928474426,0.5741185,0.42588148
30.272590361445783,7.225,0,1224,3,0,0.0,1.0,1.0,0.0,0.0,No,0.9300000071525574,0.9268048,0.073195204
19.0,15.7417,1,1225,3,1,1.0,0.0,1.0,0.0,0.0,Yes,0.6700000166893005,0.32867956,0.67132044
27.0,7.8958,0,1226,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8399999737739563,0.8448225,0.15517744
30.0,26.0,0,1227,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.8597637,0.14023632
32.0,13.0,0,1228,2,0,0.0,1.0,0.0,0.0,1.0,Yes,0.699999988079071,0.69597507,0.30402496
39.0,7.2292,2,1229,3,0,0.0,1.0,1.0,0.0,0.0,No,0.9399999976158142,0.9428775,0.057122547
25.0,31.5,0,1230,2,0,0.0,1.0,0.0,0.0,1.0,No,0.7799999713897705,0.78253967,0.21746033
30.272590361445783,7.2292,0,1231,3,0,0.0,1.0,1.0,0.0,0.0,No,0.9300000071525574,0.9268048,0.073195204
18.0,10.5,0,1232,2,0,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90801233,0.09198765
32.0,7.5792,0,1233,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.89468336,0.10531661
30.272590361445783,69.55,9,1234,3,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.9179267,0.08207325
58.0,512.3292,1,1235,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9399999976158142,0.06360191,0.9363981
30.272590361445783,14.5,1,1236,3,1,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.8860603,0.11393971
16.0,7.65,0,1237,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.8100000023841858,0.19030046,0.80969954
26.0,13.0,0,1238,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.88574576,0.114254236
38.0,7.2292,0,1239,3,0,1.0,0.0,1.0,0.0,0.0,Yes,0.5699999928474426,0.42532116,0.57467884
24.0,13.5,0,1240,2,0,0.0,1.0,0.0,0.0,1.0,No,0.949999988079071,0.945416,0.054584004
31.0,21.0,0,1241,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.949999988079071,0.052525878,0.9474741
45.0,63.3583,1,1242,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9599999785423279,0.037887692,0.9621123
25.0,10.5,0,1243,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.88574576,0.114254236
18.0,73.5,0,1244,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.8874007,0.1125993
49.0,65.0,2,1245,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.9293532,0.07064683
0.17,20.575,2,1246,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.6499999761581421,0.65010786,0.34989217
50.0,26.0,0,1247,1,0,0.0,1.0,0.0,0.0,1.0,No,0.7799999713897705,0.7847509,0.21524912
59.0,51.4792,0,1248,1,2,1.0,0.0,0.0,0.0,1.0,Yes,0.9599999785423279,0.037887692,0.9621123
30.272590361445783,7.8792,0,1249,3,0,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.93151724,0.06848278
30.272590361445783,7.75,0,1250,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
30.0,15.55,0,1251,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.7400000095367432,0.25981772,0.7401823
14.5,69.55,2,1252,3,8,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.91873735,0.08126263
24.0,37.0042,1,1253,2,1,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.033466935,0.96653306
31.0,21.0,0,1254,2,0,1.0,0.0,0.0,0.0,1.0,Yes,0.949999988079071,0.052525878,0.9474741
27.0,8.6625,0,1255,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.8563361,0.14366388
25.0,55.4417,0,1256,1,1,1.0,0.0,1.0,0.0,0.0,Yes,0.949999988079071,0.050057173,0.9499428
30.272590361445783,69.55,9,1257,3,1,1.0,0.0,0.0,0.0,1.0,No,0.8799999952316284,0.87886393,0.121136054
30.272590361445783,14.4583,0,1258,3,1,0.0,1.0,1.0,0.0,0.0,No,0.8100000023841858,0.81064785,0.18935214
22.0,39.6875,0,1259,3,0,1.0,0.0,0.0,0.0,1.0,No,0.8899999856948853,0.8913822,0.10861775
45.0,59.4,1,1260,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9599999785423279,0.037887692,0.9621123
29.0,13.8583,0,1261,2,0,0.0,1.0,1.0,0.0,0.0,No,0.7900000214576721,0.785447,0.21455303
21.0,11.5,0,1262,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.9411085,0.058891453
31.0,134.5,0,1263,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.032662034,0.96733797
49.0,0.0,0,1264,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8799999952316284,0.87909603,0.12090395
44.0,13.0,0,1265,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8500000238418579,0.8545033,0.14549671
54.0,81.8583,1,1266,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9599999785423279,0.037887692,0.9621123
45.0,262.375,0,1267,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9399999976158142,0.06360191,0.9363981
22.0,8.6625,0,1268,3,2,1.0,0.0,0.0,0.0,1.0,No,0.8199999928474426,0.81770974,0.18229027
21.0,11.5,0,1269,2,0,0.0,1.0,0.0,0.0,1.0,No,0.9399999976158142,0.93645155,0.06354843
55.0,50.0,0,1270,1,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.87302256,0.12697744
5.0,31.3875,2,1271,3,4,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.90827304,0.09172698
30.272590361445783,7.75,0,1272,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8799999952316284,0.88403,0.11597001
26.0,7.8792,0,1273,3,0,0.0,1.0,0.0,1.0,0.0,No,0.9100000262260437,0.9060134,0.09398657
30.272590361445783,14.5,0,1274,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.6600000262260437,0.34061444,0.65938556
19.0,16.1,0,1275,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.5600000023841858,0.43727547,0.56272453
30.272590361445783,12.875,0,1276,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
24.0,65.0,2,1277,2,1,1.0,0.0,0.0,0.0,1.0,Yes,0.949999988079071,0.051982164,0.94801784
24.0,7.775,0,1278,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8299999833106995,0.82913005,0.17086996
57.0,13.0,0,1279,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8650142,0.13498583
21.0,7.75,0,1280,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8399999737739563,0.8433535,0.15664649
6.0,21.075,1,1281,3,3,0.0,1.0,0.0,0.0,1.0,No,0.8899999856948853,0.8905304,0.10946958
23.0,93.5,0,1282,1,0,0.0,1.0,0.0,0.0,1.0,Yes,0.7200000286102295,0.72079086,0.2792091
51.0,39.4,1,1283,1,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9599999785423279,0.037887692,0.9621123
13.0,20.25,2,1284,3,0,0.0,1.0,0.0,0.0,1.0,No,0.800000011920929,0.8037404,0.19625959
47.0,10.5,0,1285,2,0,0.0,1.0,0.0,0.0,1.0,No,0.8600000143051147,0.8642539,0.13574609
29.0,22.025,1,1286,3,3,0.0,1.0,0.0,0.0,1.0,No,0.9100000262260437,0.9113213,0.08867871
18.0,60.0,0,1287,1,1,1.0,0.0,0.0,0.0,1.0,Yes,0.9700000286102295,0.033466935,0.96653306
24.0,7.25,0,1288,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8999999761581421,0.9007616,0.099238396
48.0,79.2,1,1289,1,1,1.0,0.0,1.0,0.0,0.0,Yes,0.9599999785423279,0.037887692,0.9621123
22.0,7.775,0,1290,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8399999737739563,0.8433535,0.15664649
31.0,7.7333,0,1291,3,0,0.0,1.0,0.0,1.0,0.0,No,0.8899999856948853,0.89468336,0.10531661
30.0,164.8667,0,1292,1,0,1.0,0.0,0.0,0.0,1.0,Yes,0.9300000071525574,0.069638014,0.930362
38.0,21.0,0,1293,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9200000166893005,0.92335975,0.076640226
22.0,59.4,1,1294,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.033466935,0.96653306
17.0,47.1,0,1295,1,0,0.0,1.0,0.0,0.0,1.0,No,0.800000011920929,0.79554456,0.20445542
43.0,27.7208,0,1296,1,1,0.0,1.0,1.0,0.0,0.0,No,0.7599999904632568,0.7581183,0.24188174
20.0,13.8625,0,1297,2,0,0.0,1.0,1.0,0.0,0.0,No,0.7799999713897705,0.78361547,0.21638456
23.0,10.5,0,1298,2,1,0.0,1.0,0.0,0.0,1.0,No,0.9300000071525574,0.9291783,0.070821725
50.0,211.5,1,1299,1,1,0.0,1.0,1.0,0.0,0.0,Yes,0.6399999856948853,0.6433494,0.3566506
30.272590361445783,7.7208,0,1300,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7599999904632568,0.24100459,0.7589954
3.0,13.775,1,1301,3,1,1.0,0.0,0.0,0.0,1.0,Yes,0.7200000286102295,0.28021258,0.7197874
30.272590361445783,7.75,0,1302,3,0,1.0,0.0,0.0,1.0,0.0,Yes,0.7599999904632568,0.24100459,0.7589954
37.0,90.0,0,1303,1,1,1.0,0.0,0.0,1.0,0.0,Yes,0.9700000286102295,0.032662034,0.96733797
28.0,7.775,0,1304,3,0,1.0,0.0,0.0,0.0,1.0,Yes,0.7300000190734863,0.7279359,0.2720641
30.272590361445783,8.05,0,1305,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
39.0,108.9,0,1306,1,0,1.0,0.0,1.0,0.0,0.0,Yes,0.9700000286102295,0.032662034,0.96733797
38.5,7.25,0,1307,3,0,0.0,1.0,0.0,0.0,1.0,No,0.949999988079071,0.94792867,0.05207133
30.272590361445783,8.05,0,1308,3,0,0.0,1.0,0.0,0.0,1.0,No,0.8700000047683716,0.8675826,0.13241737
30.272590361445783,22.3583,1,1309,3,1,0.0,1.0,1.0,0.0,0.0,Yes,0.6600000262260437,0.6614487,0.33855128
